OrderID,CustomerID,ProductID,OrderDate,Quantity,Price,TotalAmount
512,881,6,2024-03-07,3,501.53,1504.59
991,265,6,2024-03-23,3,501.53,1504.59
2547,663,6,2024-02-17,4,501.53,2006.12
28,980,396,2023-02-20,1,6100.85,6100.85
1599,935,396,2024-01-28,4,6100.85,24403.4
1651,739,396,2024-08-28,3,6100.85,18302.550000000003
2081,798,396,2024-01-10,2,6100.85,12201.7
2197,99,396,2024-12-31,3,6100.85,18302.550000000003
2251,575,396,2024-11-29,4,6100.85,24403.4
29,404,111,2023-07-05,2,9710.35,19420.7
110,924,111,2023-08-19,3,9710.35,29131.050000000003
150,509,111,2024-10-21,3,9710.35,29131.050000000003
385,726,111,2023-08-02,4,9710.35,38841.4
492,595,111,2023-02-08,4,9710.35,38841.4
2374,415,111,2023-01-19,4,9710.35,38841.4
30,629,294,2023-02-03,2,5760.91,11521.82
197,740,294,2024-06-10,3,5760.91,17282.73
850,103,294,2024-03-22,3,5760.91,17282.73
961,124,294,2024-08-20,1,5760.91,5760.91
1303,640,294,2023-08-03,4,5760.91,23043.64
1383,907,294,2023-10-24,3,5760.91,17282.73
1397,13,294,2023-05-18,1,5760.91,5760.91
1708,63,294,2024-10-01,1,5760.91,5760.91
31,606,77,2023-05-11,3,6000.29,18000.87
231,917,77,2024-10-24,3,6000.29,18000.87
268,308,77,2023-03-07,2,6000.29,12000.58
1521,220,77,2024-07-11,1,6000.29,6000.29
2182,718,77,2023-07-05,4,6000.29,24001.16
32,675,349,2024-09-23,3,944.88,2834.64
650,866,349,2024-02-19,2,944.88,1889.76
1677,863,349,2024-05-11,2,944.88,1889.76
2271,630,349,2023-11-08,2,944.88,1889.76
2347,916,349,2023-03-28,1,944.88,944.88
2768,75,349,2024-10-19,3,944.88,2834.64
33,611,147,2024-03-18,4,6031.29,24125.16
154,326,147,2023-01-26,1,6031.29,6031.29
913,872,147,2023-05-19,4,6031.29,24125.16
1844,25,147,2024-12-12,2,6031.29,12062.58
2344,50,147,2023-12-16,3,6031.29,18093.87
34,625,67,2024-03-07,4,6492.83,25971.32
397,391,67,2023-06-05,2,6492.83,12985.66
969,136,67,2023-10-16,4,6492.83,25971.32
2123,835,67,2024-04-06,2,6492.83,12985.66
2233,76,67,2024-02-21,2,6492.83,12985.66
2546,195,67,2024-03-24,3,6492.83,19478.489999999998
2819,320,67,2024-04-18,4,6492.83,25971.32
35,359,392,2024-12-04,2,8804.63,17609.26
124,40,392,2024-12-28,1,8804.63,8804.63
661,135,392,2023-12-23,4,8804.63,35218.52
1338,885,392,2024-11-01,3,8804.63,26413.89
1497,488,392,2023-01-03,4,8804.63,35218.52
1821,601,392,2023-10-07,1,8804.63,8804.63
36,603,8,2024-05-11,1,2641.27,2641.27
396,694,8,2023-08-10,1,2641.27,2641.27
1348,785,8,2023-05-25,1,2641.27,2641.27
1358,71,8,2024-12-11,2,2641.27,5282.54
2805,79,8,2023-02-10,4,2641.27,10565.08
37,858,122,2024-02-07,1,1853.99,1853.99
345,519,122,2024-03-14,3,1853.99,5561.97
447,586,122,2023-04-13,3,1853.99,5561.97
681,645,122,2024-08-01,4,1853.99,7415.96
848,314,122,2023-01-12,1,1853.99,1853.99
1310,747,122,2023-12-16,3,1853.99,5561.97
2089,423,122,2024-02-25,4,1853.99,7415.96
38,718,340,2023-11-19,4,4007.87,16031.48
254,167,340,2024-08-14,1,4007.87,4007.87
459,987,340,2024-04-06,4,4007.87,16031.48
672,974,340,2024-01-24,4,4007.87,16031.48
925,335,340,2024-08-27,3,4007.87,12023.61
2266,837,340,2024-05-07,1,4007.87,4007.87
39,17,175,2023-07-29,3,6060.96,18182.88
144,863,175,2024-11-22,3,6060.96,18182.88
597,639,175,2023-07-14,1,6060.96,6060.96
1448,777,175,2023-02-16,4,6060.96,24243.84
40,274,388,2024-09-06,2,5749.43,11498.86
372,569,388,2024-06-04,1,5749.43,5749.43
1568,525,388,2024-08-05,4,5749.43,22997.72
1955,653,388,2024-03-17,2,5749.43,11498.86
2730,577,388,2023-07-10,4,5749.43,22997.72
41,685,179,2023-11-25,2,9961.62,19923.24
106,147,179,2024-01-14,1,9961.62,9961.62
433,945,179,2023-10-07,2,9961.62,19923.24
494,985,179,2023-12-01,2,9961.62,19923.24
546,271,179,2024-01-11,1,9961.62,9961.62
807,137,179,2024-11-17,4,9961.62,39846.48
875,93,179,2024-12-06,4,9961.62,39846.48
1819,129,179,2023-05-02,2,9961.62,19923.24
2040,398,179,2024-11-28,1,9961.62,9961.62
2106,6,179,2023-06-19,2,9961.62,19923.24
2350,587,179,2024-03-15,1,9961.62,9961.62
2837,820,179,2023-10-11,1,9961.62,9961.62
42,116,85,2024-01-07,1,1756.86,1756.86
214,162,85,2024-06-24,3,1756.86,5270.58
217,521,85,2024-03-08,2,1756.86,3513.72
673,934,85,2024-10-14,1,1756.86,1756.86
690,596,85,2023-02-21,2,1756.86,3513.72
1325,931,85,2023-04-24,3,1756.86,5270.58
1827,985,85,2023-03-23,1,1756.86,1756.86
2410,971,85,2024-03-13,1,1756.86,1756.86
2697,919,85,2024-01-16,2,1756.86,3513.72
2900,804,85,2024-12-19,4,1756.86,7027.44
43,861,451,2024-04-04,4,5652.66,22610.64
858,251,451,2023-12-10,4,5652.66,22610.64
1188,683,451,2024-08-11,3,5652.66,16957.98
1313,45,451,2023-04-16,3,5652.66,16957.98
1664,72,451,2024-04-08,1,5652.66,5652.66
2117,212,451,2024-07-26,4,5652.66,22610.64
2389,144,451,2023-04-07,2,5652.66,11305.32
44,980,45,2023-05-13,1,767.11,767.11
162,85,45,2023-10-18,1,767.11,767.11
342,313,45,2023-05-19,4,767.11,3068.44
934,3,45,2024-05-14,4,767.11,3068.44
1089,677,45,2023-10-19,4,767.11,3068.44
1785,282,45,2023-03-24,1,767.11,767.11
2104,93,45,2024-03-02,2,767.11,1534.22
2255,141,45,2024-04-11,2,767.11,1534.22
2813,181,45,2024-03-11,4,767.11,3068.44
45,693,136,2024-10-12,1,3074.84,3074.84
46,91,343,2023-05-01,4,7397.26,29589.04
200,504,343,2023-07-27,3,7397.26,22191.78
225,836,343,2023-06-07,3,7397.26,22191.78
234,753,343,2024-06-13,3,7397.26,22191.78
270,515,343,2024-08-26,2,7397.26,14794.52
970,201,343,2024-12-30,4,7397.26,29589.04
1377,584,343,2024-11-11,4,7397.26,29589.04
1438,247,343,2023-10-03,4,7397.26,29589.04
1467,32,343,2023-03-29,1,7397.26,7397.26
1768,912,343,2023-10-15,4,7397.26,29589.04
47,82,16,2024-08-28,3,4101.97,12305.91
203,310,16,2023-10-07,1,4101.97,4101.97
325,483,16,2024-09-17,2,4101.97,8203.94
702,535,16,2024-01-16,3,4101.97,12305.91
880,499,16,2024-02-09,2,4101.97,8203.94
910,716,16,2024-06-13,3,4101.97,12305.91
1533,422,16,2024-10-23,3,4101.97,12305.91
1775,749,16,2023-05-11,4,4101.97,16407.88
2300,311,16,2023-02-11,3,4101.97,12305.91
2596,476,16,2023-01-22,4,4101.97,16407.88
2953,950,16,2024-07-14,4,4101.97,16407.88
48,324,333,2024-03-27,2,3774.5,7549.0
54,877,333,2024-12-22,2,3774.5,7549.0
198,551,333,2023-11-21,4,3774.5,15098.0
1547,76,333,2023-11-13,2,3774.5,7549.0
1619,94,333,2024-02-06,1,3774.5,3774.5
1782,510,333,2023-12-31,1,3774.5,3774.5
2586,768,333,2023-01-27,4,3774.5,15098.0
2649,706,333,2024-08-14,3,3774.5,11323.5
2857,291,333,2023-08-23,2,3774.5,7549.0
49,961,195,2023-05-09,3,5319.54,15958.619999999999
453,295,195,2023-01-07,3,5319.54,15958.619999999999
1751,938,195,2023-04-19,1,5319.54,5319.54
50,114,496,2023-04-01,4,8067.06,32268.24
121,367,496,2023-03-10,2,8067.06,16134.12
205,968,496,2023-05-26,4,8067.06,32268.24
398,591,496,2024-10-15,1,8067.06,8067.06
1086,540,496,2023-10-13,4,8067.06,32268.24
1577,337,496,2023-06-07,4,8067.06,32268.24
1603,473,496,2024-12-19,2,8067.06,16134.12
2414,559,496,2023-01-25,1,8067.06,8067.06
2481,73,496,2024-09-03,3,8067.06,24201.18
51,769,9,2024-08-26,4,6686.39,26745.56
368,401,9,2023-05-31,2,6686.39,13372.78
402,403,9,2023-11-22,4,6686.39,26745.56
800,911,9,2023-08-16,4,6686.39,26745.56
1280,13,9,2023-11-13,2,6686.39,13372.78
1606,887,9,2023-07-15,4,6686.39,26745.56
1665,667,9,2023-09-27,4,6686.39,26745.56
2754,46,9,2024-02-05,3,6686.39,20059.170000000002
52,58,316,2024-07-28,2,4806.53,9613.06
828,239,316,2024-11-19,3,4806.53,14419.59
53,154,334,2023-01-29,3,8710.66,26131.98
83,403,334,2023-08-20,3,8710.66,26131.98
98,399,334,2024-01-14,1,8710.66,8710.66
648,92,334,2023-05-10,3,8710.66,26131.98
799,118,334,2023-06-26,1,8710.66,8710.66
964,504,334,2024-10-23,1,8710.66,8710.66
1176,208,334,2024-07-31,3,8710.66,26131.98
1180,138,334,2023-03-23,3,8710.66,26131.98
1849,901,334,2024-11-24,3,8710.66,26131.98
2169,884,334,2024-09-19,4,8710.66,34842.64
55,404,327,2024-06-07,1,128.52,128.52
57,855,327,2023-10-24,1,128.52,128.52
552,922,327,2023-11-06,1,128.52,128.52
727,213,327,2024-01-31,3,128.52,385.56000000000006
901,658,327,2024-09-16,3,128.52,385.56000000000006
911,751,327,2023-01-10,1,128.52,128.52
2030,363,327,2023-07-23,3,128.52,385.56000000000006
2092,171,327,2023-06-15,3,128.52,385.56000000000006
2226,953,327,2023-05-24,4,128.52,514.08
2238,758,327,2023-03-21,1,128.52,128.52
2495,435,327,2024-01-08,3,128.52,385.56000000000006
56,628,15,2023-11-29,1,9013.18,9013.18
364,331,15,2023-05-29,1,9013.18,9013.18
475,719,15,2024-04-15,2,9013.18,18026.36
1016,267,15,2024-12-28,2,9013.18,18026.36
58,266,102,2023-05-10,3,3810.56,11431.68
2368,159,102,2024-06-27,1,3810.56,3810.56
2501,671,102,2024-04-15,2,3810.56,7621.12
2785,538,102,2024-05-05,4,3810.56,15242.24
59,315,226,2023-10-20,1,6357.69,6357.69
319,390,226,2024-06-10,2,6357.69,12715.38
996,442,226,2023-11-26,2,6357.69,12715.38
1433,828,226,2024-05-13,2,6357.69,12715.38
1451,89,226,2023-08-01,3,6357.69,19073.07
1618,238,226,2024-12-02,1,6357.69,6357.69
1673,883,226,2023-10-10,4,6357.69,25430.76
2247,703,226,2024-07-06,3,6357.69,19073.07
2337,239,226,2024-05-04,1,6357.69,6357.69
60,715,425,2023-06-22,2,1722.42,3444.84
84,109,425,2024-06-24,3,1722.42,5167.26
278,183,425,2024-04-07,1,1722.42,1722.42
839,282,425,2024-09-30,2,1722.42,3444.84
1678,273,425,2023-11-24,4,1722.42,6889.68
2497,676,425,2023-05-05,1,1722.42,1722.42
61,41,278,2024-12-20,3,1117.21,3351.63
718,548,278,2024-09-08,1,1117.21,1117.21
857,537,278,2023-08-17,4,1117.21,4468.84
1036,730,278,2023-11-10,2,1117.21,2234.42
1247,260,278,2024-09-30,4,1117.21,4468.84
2277,663,278,2024-04-07,1,1117.21,1117.21
2906,253,278,2024-11-24,1,1117.21,1117.21
62,105,408,2023-01-24,2,9903.07,19806.14
513,301,408,2024-12-16,3,9903.07,29709.21
1154,926,408,2024-10-07,1,9903.07,9903.07
1398,992,408,2023-09-27,2,9903.07,19806.14
1990,986,408,2024-11-02,1,9903.07,9903.07
2883,529,408,2024-09-14,4,9903.07,39612.28
63,901,113,2023-04-09,4,9803.08,39212.32
683,860,113,2023-04-19,2,9803.08,19606.16
757,372,113,2023-11-10,1,9803.08,9803.08
763,247,113,2024-06-03,4,9803.08,39212.32
64,890,485,2024-02-10,3,2397.19,7191.57
407,404,485,2023-08-17,3,2397.19,7191.57
678,38,485,2023-02-16,1,2397.19,2397.19
919,49,485,2024-12-07,1,2397.19,2397.19
1111,767,485,2023-10-22,4,2397.19,9588.76
1522,53,485,2023-03-05,1,2397.19,2397.19
1527,237,485,2023-06-06,1,2397.19,2397.19
1541,544,485,2023-03-02,4,2397.19,9588.76
2870,377,485,2024-03-04,2,2397.19,4794.38
65,193,428,2023-12-22,2,9479.21,18958.42
163,317,428,2023-11-28,3,9479.21,28437.629999999997
243,88,428,2024-06-29,3,9479.21,28437.629999999997
863,629,428,2024-03-30,4,9479.21,37916.84
899,57,428,2024-11-28,4,9479.21,37916.84
1798,113,428,2024-08-07,3,9479.21,28437.629999999997
2024,872,428,2024-08-28,1,9479.21,9479.21
66,401,1,2023-05-19,2,7241.8,14483.6
309,902,1,2023-03-27,3,7241.8,21725.4
569,111,1,2024-02-25,1,7241.8,7241.8
643,626,1,2023-10-19,4,7241.8,28967.2
731,109,1,2023-08-12,1,7241.8,7241.8
986,44,1,2024-04-21,3,7241.8,21725.4
1691,614,1,2023-08-03,1,7241.8,7241.8
2069,557,1,2024-07-02,1,7241.8,7241.8
2650,925,1,2024-06-10,3,7241.8,21725.4
68,354,491,2023-06-23,4,6070.34,24281.36
232,869,491,2024-03-21,1,6070.34,6070.34
315,193,491,2023-04-10,1,6070.34,6070.34
350,626,491,2024-01-30,3,6070.34,18211.02
2911,599,491,2024-11-15,2,6070.34,12140.68
69,749,208,2023-01-29,3,537.2,1611.6000000000001
963,317,208,2023-07-21,4,537.2,2148.8
1013,682,208,2023-05-05,3,537.2,1611.6000000000001
1491,807,208,2024-10-17,4,537.2,2148.8
2444,694,208,2023-09-25,2,537.2,1074.4
2776,438,208,2023-10-23,3,537.2,1611.6000000000001
70,937,110,2024-05-10,1,406.28,406.28
855,529,110,2024-06-18,1,406.28,406.28
1424,486,110,2023-01-19,1,406.28,406.28
1458,399,110,2024-05-30,4,406.28,1625.12
2858,520,110,2024-11-26,1,406.28,406.28
71,733,200,2024-10-16,1,7357.21,7357.21
558,377,200,2023-10-29,2,7357.21,14714.42
1144,253,200,2023-06-17,2,7357.21,14714.42
1166,992,200,2023-06-14,1,7357.21,7357.21
1402,86,200,2024-04-08,3,7357.21,22071.63
1635,714,200,2023-12-21,4,7357.21,29428.84
2038,826,200,2023-03-15,2,7357.21,14714.42
2234,700,200,2024-11-03,1,7357.21,7357.21
2467,185,200,2024-08-28,3,7357.21,22071.63
72,580,440,2023-12-17,4,3088.98,12355.92
172,844,440,2023-03-10,4,3088.98,12355.92
759,624,440,2023-08-09,3,3088.98,9266.94
856,171,440,2024-08-17,4,3088.98,12355.92
1414,642,440,2023-11-06,2,3088.98,6177.96
73,709,369,2024-07-07,2,512.4,1024.8
818,925,369,2023-11-16,4,512.4,2049.6
1753,816,369,2023-06-17,1,512.4,512.4
1824,899,369,2023-06-05,4,512.4,2049.6
2270,796,369,2024-08-30,4,512.4,2049.6
2992,679,369,2024-10-31,2,512.4,1024.8
74,256,473,2023-10-26,2,240.48,480.96
490,452,473,2024-09-11,4,240.48,961.92
697,140,473,2024-10-28,1,240.48,240.48
853,753,473,2024-03-16,1,240.48,240.48
2164,83,473,2024-11-02,1,240.48,240.48
2794,547,473,2023-12-30,4,240.48,961.92
2868,544,473,2024-02-17,4,240.48,961.92
75,651,306,2024-12-20,2,6790.89,13581.78
680,925,306,2024-04-24,3,6790.89,20372.670000000002
1069,790,306,2023-05-13,1,6790.89,6790.89
1372,84,306,2023-05-24,4,6790.89,27163.56
1846,984,306,2024-06-22,3,6790.89,20372.670000000002
76,824,12,2023-07-11,3,1013.62,3040.86
1249,655,12,2023-04-16,2,1013.62,2027.24
1333,631,12,2023-06-27,3,1013.62,3040.86
1607,2,12,2024-02-21,2,1013.62,2027.24
2736,886,12,2023-03-17,1,1013.62,1013.62
2958,722,12,2024-04-07,3,1013.62,3040.86
77,947,345,2024-11-02,3,616.77,1850.31
317,283,345,2024-02-07,1,616.77,616.77
340,22,345,2024-10-09,2,616.77,1233.54
78,661,465,2023-03-05,4,9534.9,38139.6
769,620,465,2024-11-20,2,9534.9,19069.8
2598,110,465,2024-07-05,1,9534.9,9534.9
79,99,188,2024-10-25,1,9718.18,9718.18
747,895,188,2023-03-27,3,9718.18,29154.54
1537,830,188,2023-03-14,4,9718.18,38872.72
1991,532,188,2024-05-04,2,9718.18,19436.36
2402,327,188,2024-05-27,2,9718.18,19436.36
2651,852,188,2024-11-18,3,9718.18,29154.54
2700,924,188,2023-09-17,2,9718.18,19436.36
2887,986,188,2023-05-22,2,9718.18,19436.36
2945,702,188,2024-10-27,1,9718.18,9718.18
80,588,154,2023-08-03,2,6839.48,13678.96
371,517,154,2023-09-17,2,6839.48,13678.96
966,48,154,2023-04-23,2,6839.48,13678.96
1118,258,154,2024-03-06,3,6839.48,20518.44
1119,264,154,2024-07-07,3,6839.48,20518.44
1142,655,154,2024-07-18,3,6839.48,20518.44
1178,853,154,2024-06-15,3,6839.48,20518.44
1286,834,154,2024-06-05,4,6839.48,27357.92
2341,9,154,2023-03-30,1,6839.48,6839.48
2485,522,154,2024-04-24,1,6839.48,6839.48
2986,85,154,2024-03-10,3,6839.48,20518.44
81,282,494,2023-06-15,1,3832.16,3832.16
791,11,494,2023-06-07,2,3832.16,7664.32
1022,825,494,2023-11-12,1,3832.16,3832.16
2037,966,494,2023-08-02,3,3832.16,11496.48
2419,386,494,2023-12-04,3,3832.16,11496.48
82,883,368,2024-06-26,3,8788.71,26366.129999999997
603,504,368,2024-03-21,3,8788.71,26366.129999999997
1070,586,368,2024-01-30,4,8788.71,35154.84
1623,981,368,2024-07-28,3,8788.71,26366.129999999997
1696,822,368,2024-01-15,1,8788.71,8788.71
1913,732,368,2023-01-02,3,8788.71,26366.129999999997
2014,337,368,2023-09-28,1,8788.71,8788.71
2563,396,368,2024-04-29,4,8788.71,35154.84
85,700,420,2023-07-14,1,3219.96,3219.96
1662,953,420,2023-07-26,3,3219.96,9659.880000000001
1750,897,420,2024-03-22,1,3219.96,3219.96
1789,10,420,2024-04-26,4,3219.96,12879.84
2031,50,420,2024-01-17,3,3219.96,9659.880000000001
2174,924,420,2024-09-11,2,3219.96,6439.92
86,199,377,2024-05-20,4,5796.02,23184.08
377,888,377,2024-10-22,2,5796.02,11592.04
649,530,377,2023-05-21,3,5796.02,17388.06
895,139,377,2024-10-30,3,5796.02,17388.06
1061,156,377,2024-01-07,4,5796.02,23184.08
